query	volume	old_landing_url	new_landing_url	old_page_type	menu_group	category	subcategory	page_level	matched_dimensions	matched_values	reason	source_file
промт для чата gpt на создание фото	308	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото с путиным	304	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
создать промт по фото онлайн	302	/promty-dlya-sozdaniya-foto/	/	static_hub	Главная	Главная	Из фото в промт	home	intent_action=sozdanie	intent_action=sozdanie	extract-prompt-from-photo queries go to homepage	wordstat_top_queries (1).csv
промт для фото с дочкой	301	/promty-dlya-foto-s-dochkoy/	/promty-dlya-foto-s-dochkoy/	programmatic_L1	Люди и отношения	С дочкой	Общие	L1	audience_tag	s_dochkoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото мамы и сына	299	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с тюльпанами	293	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото на день рождения	293	/sobytiya/den-rozhdeniya/	/sobytiya/den-rozhdeniya/	programmatic_L1	События	День рождения	Общие	L1	occasion_tag	den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для создания фото	282	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промты для чата gpt для обработки фото	281	/promty-dlya-obrabotki-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для генерации фото для мужчин	277	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото в стиле открытки	276	/stil/otkrytka/	/stil/otkrytka/	programmatic_L1	Стили	Открытка	Общие	L1	style_tag	otkrytka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото chatgpt	275	/promty-dlya-obrabotki-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото на день рождения девушке	273	/promty-dlya-foto-devushki/den-rozhdeniya/	/promty-dlya-foto-devushki/den-rozhdeniya/	programmatic_L2	Люди и отношения	Девушки	День рождения	L2	audience_tag+occasion_tag	devushka+den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в военной форме	271	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для аниме фото	267	/stil/anime/	/stil/anime/	programmatic_L1	Стили	Аниме	Общие	L1	style_tag	anime	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото селфи	263	/stil/selfi/	/stil/selfi/	programmatic_L1	Стили	Селфи	Общие	L1	style_tag	selfi	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в лесу	257	/v-lesu/	/v-lesu/	programmatic_L1	Сцены и объекты	В лесу	Общие	L1	object_tag	v_lesu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для восстановления фото	257	/promty-dlya-restavracii-foto/	/promty-dlya-restavracii-foto/	static_hub	Сценарии	Реставрация фото	Общие	L1	intent_action=restavratsiya	intent_action=restavratsiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото авто	255	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на чб фото	253	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для создания фото в gpt	246	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото на аватарку	244	/foto-na-avatarku/	/foto-na-avatarku/	programmatic_L1	Задачи	На аватарку	Общие	L1	doc_task_tag	na_avatarku	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото нейросети мужчина	244	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото на день рождения	244	/sobytiya/den-rozhdeniya/	/sobytiya/den-rozhdeniya/	programmatic_L1	События	День рождения	Общие	L1	occasion_tag	den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото примеры	243	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/primery/	static_hub	Сценарии	Обработка фото	Примеры промтов	L2	intent_action=obrabotka	intent_action=obrabotka	core semantic page + editorial modifier primery	wordstat_top_queries (1).csv
промт на зимнее фото	240	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания семейного фото	239	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото девушки в платье	236	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото малышей	236	/promty-dlya-foto-malysha/	/promty-dlya-foto-malysha/	programmatic_L1	Люди и отношения	Малыши	Общие	L1	audience_tag	malysh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото с парнем	234	/promty-dlya-foto-s-parnem/	/promty-dlya-foto-s-parnem/	programmatic_L1	Люди и отношения	С парнем	Общие	L1	audience_tag	s_parnem	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото сво	233	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото фоне детского фото	225	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на мультяшное фото	224	/stil/multyashnoe/	/stil/multyashnoe/	programmatic_L1	Стили	Мультяшное	Общие	L1	style_tag	multyashnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания красивого фото	224	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/krasivye/	static_hub	Сценарии	Создание фото	Красивые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промт для создания похожего фото	224	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото пар	223	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото пары	223	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для парных фото в ии	222	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото двоих	221	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для реставрации старых фото	221	/promty-dlya-restavracii-foto/	/promty-dlya-restavracii-foto/	static_hub	Сценарии	Реставрация фото	Общие	L1	intent_action=restavratsiya	intent_action=restavratsiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
винтажное фото промт	220	/stil/retro/	/stil/retro/	programmatic_L1	Стили	Ретро	Общие	L1	style_tag	retro	mapped to canonical semantic hub	wordstat_top_queries (1).csv
черно белое фото ии промт	219	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото женщины	219	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото в нейросети женские	219	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото с ребенком	215	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
