query	volume	landing_url	page_type	matched_dimensions	matched_values	source_file
промты для генерации картинок фото	159	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для фото лов ис	158	/stil/love-is/	programmatic_L1	style_tag	love_is	wordstat_top_queries (1).csv
промт для офисного фото	156	/stil/delovoe/	programmatic_L1	style_tag	delovoe	wordstat_top_queries (1).csv
промт для обработки фото машины	156	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
сгенерировать фото по промту бесплатно	156	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для создания фото на паспорт	156	/foto-na-pasport/	programmatic_L1	doc_task_tag	na_pasport	wordstat_top_queries (1).csv
промт чтобы улучшить качество фото	153	/promty-dlya-uluchsheniya-foto/	static_hub	intent_action=uluchshenie	intent_action=uluchshenie	wordstat_top_queries (1).csv
промт для фото весна	151	/vesennie/	programmatic_L1	object_tag	vesna	wordstat_top_queries (1).csv
промты для фото девушки с цветами	150	/promty-dlya-foto-devushki/s-cvetami/	programmatic_L2	audience_tag+object_tag	devushka+s_cvetami	wordstat_top_queries (1).csv
промт для генерации похожего изображения по фото	149	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для соединения фото	148	/promty-dlya-kollazha/	static_hub	intent_action=kollazh	intent_action=kollazh	wordstat_top_queries (1).csv
промты для gpt фото девушки	147	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт для фото с мужем военным	146	/promty-dlya-foto-s-muzhem/v-forme/	programmatic_L2	audience_tag+object_tag	s_muzhem+v_forme	wordstat_top_queries (1).csv
промты для обработки мужских фото	146	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
промт для обработки фото мужчины	146	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
промт для изменения стиля фото	144	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
промт для фото со звездой	144	/so-znamenitostyu/	programmatic_L1	object_tag	so_znamenitostyu	wordstat_top_queries (1).csv
промт фото новогодняя	141	/sobytiya/novyj-god/	programmatic_L1	occasion_tag	novyy_god	wordstat_top_queries (1).csv
промт для создания фото на 23 февраля	141	/sobytiya/23-fevralya/	programmatic_L1	occasion_tag	23_fevralya	wordstat_top_queries (1).csv
промт для ии фото портрет	141	/stil/portret/	programmatic_L1	style_tag	portret	wordstat_top_queries (1).csv
промт для чата гпт для обработки фото	140	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
промт для фото в стиле аниме	139	/stil/anime/	programmatic_L1	style_tag	anime	wordstat_top_queries (1).csv
готовые промты для фото девушки	139	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт для нейросети парное фото	138	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт для семейного фото с детьми	136	/promty-dlya-semejnogo-foto/	programmatic_L1	audience_tag	semya	wordstat_top_queries (1).csv
сделать фото с помощью промта	134	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для фото на улице	133	/na-ulice/	programmatic_L1	object_tag	na_ulice	wordstat_top_queries (1).csv
промт для фото в горах	133	/v-gorah/	programmatic_L1	object_tag	v_gorah	wordstat_top_queries (1).csv
промт для фото в полный рост	133	/v-polnyj-rost/	programmatic_L1	object_tag	v_polnyy_rost	wordstat_top_queries (1).csv
промт для фото с сестрой	133	/promty-dlya-foto-s-sestroy/	programmatic_L1	audience_tag	s_sestroy	wordstat_top_queries (1).csv
промты для генерации фото фотосессии	133	/promty-dlya-fotosessii/	static_hub	intent_action=fotosessiya	intent_action=fotosessiya	wordstat_top_queries (1).csv
промт для фото мужчина в форме	133	/promty-dlya-foto-muzhchiny/v-forme/	programmatic_L2	audience_tag+object_tag	muzhchina+v_forme	wordstat_top_queries (1).csv
текст для промта для создания фото	131	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт взрослое и детское фото	131	/promty-dlya-detskih-foto/	programmatic_L1	audience_tag	detskie	wordstat_top_queries (1).csv
промт сделать фото для gpt	131	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промты для совместных фото ии	130	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт для фото свадьбы	129	/sobytiya/svadba/	programmatic_L1	occasion_tag	svadba	wordstat_top_queries (1).csv
промт для фото в мультяшном стиле	127	/stil/multyashnoe/	programmatic_L1	style_tag	multyashnoe	wordstat_top_queries (1).csv
промты для живых фото	127	/promty-dlya-ozhivleniya-foto/	static_hub	intent_action=ozhivlenie	intent_action=ozhivlenie	wordstat_top_queries (1).csv
промт для восстановления старых фото	126	/promty-dlya-restavracii-foto/	static_hub	intent_action=restavratsiya	intent_action=restavratsiya	wordstat_top_queries (1).csv
промты для ии фото с мамой	126	/promty-dlya-foto-s-mamoy/	programmatic_L1	audience_tag	s_mamoy	wordstat_top_queries (1).csv
промт для нейросети военный для фото	126	/v-forme/	programmatic_L1	object_tag	v_forme	wordstat_top_queries (1).csv
промт для создания фото в костюме	126	/v-kostyume/	programmatic_L1	object_tag	v_kostyume	wordstat_top_queries (1).csv
промт для фото валентинки	126	/sobytiya/14-fevralya/	programmatic_L1	occasion_tag	14_fevralya	wordstat_top_queries (1).csv
промт для совместного фото с парнем	124	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт для генерации фото с парнем	124	/promty-dlya-foto-s-parnem/	programmatic_L1	audience_tag	s_parnem	wordstat_top_queries (1).csv
промт фото с днем рождения женщине	123	/promty-dlya-foto-devushki/	programmatic_L1	audience_tag	devushka	wordstat_top_queries (1).csv
промт для создания фото поколений	123	/promty-dlya-foto-pokoleniy/	programmatic_L1	audience_tag	pokoleniy	wordstat_top_queries (1).csv
промт для улучшения старого фото	121	/promty-dlya-restavracii-foto/	static_hub	intent_action=restavratsiya	intent_action=restavratsiya	wordstat_top_queries (1).csv
создать промт для нейросети по фото	121	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
изменить фото по промту	119	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
промт для фото советская открытка	119	/stil/otkrytka/	programmatic_L1	style_tag	otkrytka	wordstat_top_queries (1).csv
редактор фото по промту	118	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
фото поколений на черном фоне промт	117	/promty-dlya-foto-pokoleniy/	programmatic_L1	audience_tag	pokoleniy	wordstat_top_queries (1).csv
промт для ии фото гта	117	/stil/gta/	programmatic_L1	style_tag	gta	wordstat_top_queries (1).csv
промт для создания открытки по фото	117	/stil/otkrytka/	programmatic_L1	style_tag	otkrytka	wordstat_top_queries (1).csv
промт для создания делового фото	116	/stil/delovoe/	programmatic_L1	style_tag	delovoe	wordstat_top_queries (1).csv
промт для gpt для фото мужчин	116	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
промт для генерации красивого фото	115	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для создания студийного фото	115	/stil/studiynoe/	programmatic_L1	style_tag	studiynoe	wordstat_top_queries (1).csv
промт фото отца и дочери	114	/promty-dlya-foto-s-papoy/	programmatic_L1	audience_tag	s_papoy	wordstat_top_queries (1).csv
промт для фото в стиле фотосессии	114	/promty-dlya-fotosessii/	static_hub	intent_action=fotosessiya	intent_action=fotosessiya	wordstat_top_queries (1).csv
промт для создания черно белого фото	113	/stil/cherno-beloe/	programmatic_L1	style_tag	cherno_beloe	wordstat_top_queries (1).csv
промт для создания парного фото	113	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
промт для создания парных фото	113	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промты для пар для обработки фото	113	/promty-dlya-foto-par/	programmatic_L1	audience_tag	para	wordstat_top_queries (1).csv
промт для фото в пиджаке	113	/v-kostyume/	programmatic_L1	object_tag	v_kostyume	wordstat_top_queries (1).csv
промт для фото девушки в костюме	113	/promty-dlya-foto-devushki/v-kostyume/	programmatic_L2	audience_tag+object_tag	devushka+v_kostyume	wordstat_top_queries (1).csv
промт студийное фото портрет	111	/stil/portret/	programmatic_L1	style_tag	portret	wordstat_top_queries (1).csv
промт для фото на день влюбленных	111	/promty-dlya-foto-vlyublennykh/14-fevralya/	programmatic_L2	audience_tag+occasion_tag	vlyublennykh+14_fevralya	wordstat_top_queries (1).csv
промт для фото в деловом костюме	111	/stil/delovoe/v-kostyume/	programmatic_L2	style_tag+object_tag	delovoe+v_kostyume	wordstat_top_queries (1).csv
промт для фото поздравления с 23 февраля	111	/sobytiya/23-fevralya/	programmatic_L1	occasion_tag	23_fevralya	wordstat_top_queries (1).csv
генерировать фото по промту	111	/promty-dlya-sozdaniya-foto/	static_hub	intent_action=sozdanie	intent_action=sozdanie	wordstat_top_queries (1).csv
готовые промты для фото мужчин	110	/promty-dlya-foto-muzhchiny/	programmatic_L1	audience_tag	muzhchina	wordstat_top_queries (1).csv
промт для изменения фона на фото	110	/promty-dlya-obrabotki-foto/	static_hub	intent_action=obrabotka	intent_action=obrabotka	wordstat_top_queries (1).csv
промты для ии фото открытки	109	/stil/otkrytka/	programmatic_L1	style_tag	otkrytka	wordstat_top_queries (1).csv
промты для создания детских фото	108	/promty-dlya-detskih-foto/	programmatic_L1	audience_tag	detskie	wordstat_top_queries (1).csv
промт для фото на резюме	108	/foto-na-rezume/	programmatic_L1	doc_task_tag	na_rezume	wordstat_top_queries (1).csv
